date,coin,open,high,low,close,volume,market_cap,source
2025-04-30,BTC,94256.35946318062,94256.35946318062,94256.35946318062,94256.35946318062,25882629766.278946,1870818389258.4038,API
2025-05-01,BTC,94235.75331048167,94235.75331048167,94235.75331048167,94235.75331048167,26541700309.366146,1871350362569.0933,API
2025-05-02,BTC,96426.94522273027,96426.94522273027,96426.94522273027,96426.94522273027,30207566405.468834,1914884389769.3945,API
2025-05-03,BTC,96855.5681343944,96855.5681343944,96855.5681343944,96855.5681343944,23276376191.483967,1923251765866.1472,API
2025-05-04,BTC,95922.86842404422,95922.86842404422,95922.86842404422,95922.86842404422,13797554863.642815,1904894886394.57,API
2025-05-05,BTC,94326.62048529249,94326.62048529249,94326.62048529249,94326.62048529249,14903122945.616686,1872812442453.0322,API
2025-05-06,BTC,94758.8237105546,94758.8237105546,94758.8237105546,94758.8237105546,24086456278.203846,1882511286487.958,API
2025-05-07,BTC,96854.53198815876,96854.53198815876,96854.53198815876,96854.53198815876,23348052607.071873,1923643840814.599,API
2025-05-08,BTC,97026.49376966801,97026.49376966801,97026.49376966801,97026.49376966801,64376174032.08048,1927134557858.269,API
2025-05-09,BTC,103076.27555512934,103076.27555512934,103076.27555512934,103076.27555512934,50020047720.65604,2047883753852.6929,API
2025-05-10,BTC,102962.54045692299,102962.54045692299,102962.54045692299,102962.54045692299,40800894903.23446,2045046445523.5242,API
2025-05-11,BTC,104630.8792994166,104630.8792994166,104630.8792994166,104630.8792994166,21558992540.042442,2077132539531.3464,API
2025-05-12,BTC,103994.061616746,103994.061616746,103994.061616746,103994.061616746,27389436049.454792,2065659960471.3655,API
2025-05-13,BTC,102876.8304286011,102876.8304286011,102876.8304286011,102876.8304286011,43090605819.36596,2044347271866.1707,API
2025-05-14,BTC,104184.49039270742,104184.49039270742,104184.49039270742,104184.49039270742,33861432519.50822,2069356072124.024,API
2025-05-15,BTC,103594.42575090709,103594.42575090709,103594.42575090709,103594.42575090709,28398245846.798244,2057798367292.5637,API
2025-05-16,BTC,103708.85136423641,103708.85136423641,103708.85136423641,103708.85136423641,31823340473.339912,2060142559914.034,API
2025-05-17,BTC,103556.03493982446,103556.03493982446,103556.03493982446,103556.03493982446,25887953182.14765,2057725640290.0767,API
2025-05-18,BTC,103212.36483885496,103212.36483885496,103212.36483885496,103212.36483885496,18950056010.479057,2050318521477.805,API
2025-05-19,BTC,106030.6376831359,106030.6376831359,106030.6376831359,106030.6376831359,30744060179.802963,2104889720872.8306,API
2025-05-20,BTC,105629.41580436694,105629.41580436694,105629.41580436694,105629.41580436694,43339734153.75087,2098485415895.0496,API
2025-05-21,BTC,106786.71995834043,106786.71995834043,106786.71995834043,106786.71995834043,36393687094.25122,2121778617273.821,API
2025-05-22,BTC,109665.86371625263,109665.86371625263,109665.86371625263,109665.86371625263,60722883113.84,2178838967665.505,API
2025-05-23,BTC,111560.356938144,111560.356938144,111560.356938144,111560.356938144,52218408239.45193,2214712145787.249,API
2025-05-24,BTC,107216.66856870624,107216.66856870624,107216.66856870624,107216.66856870624,49251745837.96465,2131595896624.4407,API
2025-05-25,BTC,107831.36374380375,107831.36374380375,107831.36374380375,107831.36374380375,27128230116.517162,2142540077685.2197,API
2025-05-26,BTC,108861.81037744327,108861.81037744327,108861.81037744327,108861.81037744327,29652659665.048733,2163072841533.6133,API
2025-05-27,BTC,109377.71513263129,109377.71513263129,109377.71513263129,109377.71513263129,27950577137.918888,2173059855839.4187,API
2025-05-28,BTC,109068.45694901445,109068.45694901445,109068.45694901445,109068.45694901445,38978783508.88622,2167551887130.0073,API
2025-05-29,BTC,107838.18431100152,107838.18431100152,107838.18431100152,107838.18431100152,29794278037.284946,2143342706888.307,API
2025-05-30,BTC,105745.41660358038,105745.41660358038,105745.41660358038,105745.41660358038,38279231892.56757,2101348752694.3137,API
2025-05-31,BTC,104010.91956242644,104010.91956242644,104010.91956242644,104010.91956242644,39680060337.610214,2066830946978.0637,API
2025-06-01,BTC,104687.50742934884,104687.50742934884,104687.50742934884,104687.50742934884,20432694555.09522,2080467809295.7695,API
2025-06-02,BTC,105710.00593822816,105710.00593822816,105710.00593822816,105710.00593822816,17721500507.53389,2101178071590.9749,API
2025-06-03,BTC,105884.74263221149,105884.74263221149,105884.74263221149,105884.74263221149,26313843058.73954,2104229403094.936,API
2025-06-04,BTC,105434.47745144971,105434.47745144971,105434.47745144971,105434.47745144971,25925661121.080395,2095294001281.4797,API
2025-06-05,BTC,104812.9182188067,104812.9182188067,104812.9182188067,104812.9182188067,25812143562.797962,2083148839111.2068,API
2025-06-06,BTC,101650.7387545425,101650.7387545425,101650.7387545425,101650.7387545425,39711941132.0234,2020294099992.3677,API
2025-06-07,BTC,104409.74967959142,104409.74967959142,104409.74967959142,104409.74967959142,29897390978.090103,2075175500201.4253,API
2025-06-08,BTC,105681.4546141758,105681.4546141758,105681.4546141758,105681.4546141758,17749731308.73042,2100553336902.5076,API
2025-06-09,BTC,105692.24740699006,105692.24740699006,105692.24740699006,105692.24740699006,16044679696.270103,2100654769399.4705,API
2025-06-10,BTC,110261.57485948496,110261.57485948496,110261.57485948496,110261.57485948496,38222993297.50514,2191877481230.9468,API
2025-06-11,BTC,110212.73252109604,110212.73252109604,110212.73252109604,110212.73252109604,36303839182.734825,2189350055406.3333,API
2025-06-12,BTC,108679.9760916168,108679.9760916168,108679.9760916168,108679.9760916168,30338936631.626648,2159529375273.4956,API
2025-06-13,BTC,105979.22902375912,105979.22902375912,105979.22902375912,105979.22902375912,35865159511.38857,2107911943768.2988,API
2025-06-14,BTC,106045.56440819203,106045.56440819203,106045.56440819203,106045.56440819203,49471015505.74361,2107973087547.7922,API
